painting_index,img_src,painting_title,season,episode,num_colors,youtube_src,colors,color_hex,yPos,gridX,gridY,img
167,https://www.twoinchbrush.com/images/painting134.png,Cabin Hideaway,13,11,10,https://www.youtube.com/embed/NjTlW2NL1Lo,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15', '#C79B00']",25,7,12,painting134.png
168,https://www.twoinchbrush.com/images/painting135.png,Oval Essence,13,12,8,https://www.youtube.com/embed/q7WXF_BSEXw,"['Alizarin Crimson', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#102E3C', '#FFFFFF', '#221B15']",15,8,12,painting135.png
169,https://www.twoinchbrush.com/images/painting136.png,Lost Lake,13,12,12,https://www.youtube.com/embed/9-ATP8xyDM0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",44,9,12,painting136.png
170,https://www.twoinchbrush.com/images/painting111.png,Distant Mountains,14,1,13,https://www.youtube.com/embed/GpA9UM7QGag,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",10,10,12,painting111.png
171,https://www.twoinchbrush.com/images/painting112.png,Meadow Brook Surprise,14,2,12,https://www.youtube.com/embed/Ov5oIHTAa10,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",45,11,12,painting112.png
172,https://www.twoinchbrush.com/images/painting113.png,Mountain Moonlight Oval,14,3,12,https://www.youtube.com/embed/CigXQtT6BPM,"['Alizarin Crimson', 'Black Gesso', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",46,12,12,painting113.png
173,https://www.twoinchbrush.com/images/painting114.png,Snowy Solitude,14,4,7,https://www.youtube.com/embed/1ZriQGhSFTM,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#5F2E1F', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']",12,13,12,painting114.png
174,https://www.twoinchbrush.com/images/painting115.png,Mountain River,14,5,13,https://www.youtube.com/embed/CnMLKAGi0yM,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",11,14,12,painting115.png
175,https://www.twoinchbrush.com/images/painting116.png,Graceful Mountains,14,6,12,https://www.youtube.com/embed/0uVe8T-vVVg,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",47,15,12,painting116.png
176,https://www.twoinchbrush.com/images/painting117.png,Windy Waves,14,7,14,https://www.youtube.com/embed/y6GVVjG4HMg,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Black', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",1,16,12,painting117.png
177,https://www.twoinchbrush.com/images/painting118.png,On a Clear Day,14,9,11,https://www.youtube.com/embed/e63Cgln6Yag,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15', '#C79B00']",42,17,12,painting118.png
178,https://www.twoinchbrush.com/images/painting119.png,Riverside Escape Oval,14,9,13,https://www.youtube.com/embed/d83REwSGfGo,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",12,18,12,painting119.png
179,https://www.twoinchbrush.com/images/painting120.png,Surprising Falls,14,10,13,https://www.youtube.com/embed/QbclL1ca7_s,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",13,19,12,painting120.png
180,https://www.twoinchbrush.com/images/painting121.png,Shadow Pond,14,11,13,https://www.youtube.com/embed/BQWJ3kqonpA,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",14,20,12,painting121.png
181,https://www.twoinchbrush.com/images/painting122.png,Misty Forest Oval,14,12,12,https://www.youtube.com/embed/ddU9vQvSpw8,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",48,1,11,painting122.png
182,https://www.twoinchbrush.com/images/painting123.png,Natural Wonder,14,13,11,https://www.youtube.com/embed/knOutsaiKfU,"['Alizarin Crimson', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",43,2,11,painting123.png
183,https://www.twoinchbrush.com/images/painting98.png,Splendor of Winter,15,1,10,https://www.youtube.com/embed/oJvk7gPDHiE,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15', '#C79B00']",26,3,11,painting98.png
184,https://www.twoinchbrush.com/images/painting99.png,Colors of Nature,15,2,12,https://www.youtube.com/embed/Me9Ietooq4w,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",49,4,11,painting99.png
185,https://www.twoinchbrush.com/images/painting100.png,Grandpa's Barn,15,3,11,https://www.youtube.com/embed/IPPU49PyfEA,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",44,5,11,painting100.png
186,https://www.twoinchbrush.com/images/painting101.png,Peaceful Reflections,15,4,13,https://www.youtube.com/embed/gYuH4Ilqdhs,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",15,6,11,painting101.png
187,https://www.twoinchbrush.com/images/painting102.png,Hidden Winter Moon Oval,15,5,8,https://www.youtube.com/embed/yxAMOdl6RJE,"['Alizarin Crimson', 'Black Gesso', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#000000', '#5F2E1F', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15']",16,7,11,painting102.png
188,https://www.twoinchbrush.com/images/painting103.png,Waves of Wonder,15,6,12,https://www.youtube.com/embed/tayQX_ng-Nc,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFFFFF', '#000000', '#0C0040', '#102E3C', '#021E44', '#FFFFFF', '#221B15', '#C79B00']",50,8,11,painting103.png
189,https://www.twoinchbrush.com/images/painting104.png,Cabin by the Pond,15,7,12,https://www.youtube.com/embed/TyOO6WeP2AY,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",51,9,11,painting104.png
190,https://www.twoinchbrush.com/images/painting105.png,Fall Stream,15,8,12,https://www.youtube.com/embed/ZY0ofhdV_L0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",52,10,11,painting105.png
191,https://www.twoinchbrush.com/images/painting106.png,Christmas Eve Snow,15,9,9,https://www.youtube.com/embed/cVqFG2pxK2A,"['Alizarin Crimson', 'Black Gesso', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#000000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15']",11,11,11,painting106.png
192,https://www.twoinchbrush.com/images/painting107.png,Forest Down Oval,15,10,12,https://www.youtube.com/embed/COsJUfPN2dA,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",53,12,11,painting107.png
193,https://www.twoinchbrush.com/images/painting108.png,Pathway to Autumn,15,11,12,https://www.youtube.com/embed/Hg5RKc6xiL4,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",54,13,11,painting108.png
194,https://www.twoinchbrush.com/images/painting109.png,Deep Forest Lake,15,12,13,https://www.youtube.com/embed/2bjFmSQjQrw,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",16,14,11,painting109.png
195,https://www.twoinchbrush.com/images/painting110.png,Peaks of Majesty,15,13,11,https://www.youtube.com/embed/lTb8DN6G6dE,"['Alizarin Crimson', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",45,15,11,painting110.png
196,https://www.twoinchbrush.com/images/painting84.png,Two Seasons,16,1,13,https://www.youtube.com/embed/jwVz0uTLH1I,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",17,16,11,painting84.png
197,https://www.twoinchbrush.com/images/painting85.png,Nestled Cabin,16,2,12,https://www.youtube.com/embed/l_jN9KN257M,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",55,17,11,painting85.png
198,https://www.twoinchbrush.com/images/painting86.png,Wintertime Discovery,16,3,11,https://www.youtube.com/embed/uZyZW3tkCE0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#FFFFFF', '#221B15', '#C79B00']",46,18,11,painting86.png
199,https://www.twoinchbrush.com/images/painting87.png,Mountain Mirage Wood Shape,16,4,12,https://www.youtube.com/embed/jfCsew_mz7A,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",56,19,11,painting87.png
200,https://www.twoinchbrush.com/images/painting88.png,Double Oval Fantasy,16,5,13,https://www.youtube.com/embed/4jAsLpJzjHM,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",18,20,11,painting88.png
201,https://www.twoinchbrush.com/images/painting89.png,Contemplative Lady,16,6,1,https://www.youtube.com/embed/gnp6WE7Ql-s,['Van Dyke Brown'],['#221B15'],1,1,10,painting89.png
202,https://www.twoinchbrush.com/images/painting90.png,Deep Woods,16,7,10,https://www.youtube.com/embed/rE5ZVs_YJfE,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",27,2,10,painting90.png
203,https://www.twoinchbrush.com/images/painting91.png,High Tide,16,8,12,https://www.youtube.com/embed/_IREQ4SIcX8,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",57,3,10,painting91.png
204,https://www.twoinchbrush.com/images/painting93.png,Barn in Snow Oval,16,9,7,https://www.youtube.com/embed/wJmi7-G9r-w,"['Alizarin Crimson', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#5F2E1F', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']",13,4,10,painting93.png
205,https://www.twoinchbrush.com/images/painting94.png,That Time of Year,16,10,9,https://www.youtube.com/embed/q5moLoqOkP0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown']","['#4E1500', '#DB0000', '#FFEC00', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15']",12,5,10,painting94.png
206,https://www.twoinchbrush.com/images/painting95.png,Waterfall Wonder,16,11,11,https://www.youtube.com/embed/AGhXEPfp-W4,"['Alizarin Crimson', 'Black Gesso', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",47,6,10,painting95.png
207,https://www.twoinchbrush.com/images/painting96.png,Mighty Mountain Lake,16,12,11,https://www.youtube.com/embed/4vXB2R8ybDE,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",48,7,10,painting96.png
208,https://www.twoinchbrush.com/images/painting97.png,Wooded Stream Oval,16,13,12,https://www.youtube.com/embed/-XA2h17y3HU,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",58,8,10,painting97.png
209,https://www.twoinchbrush.com/images/painting71.png,Golden Mist Oval,17,1,9,https://www.youtube.com/embed/lhpfaW0k6uM,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']",13,9,10,painting71.png
210,https://www.twoinchbrush.com/images/painting72.png,The Old Home Place,17,2,11,https://www.youtube.com/embed/EVQcDEiJh2o,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",49,10,10,painting72.png
211,https://www.twoinchbrush.com/images/painting73.png,Soothing Vista,17,3,13,https://www.youtube.com/embed/NqfRLiv0SZ0,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",19,11,10,painting73.png
212,https://www.twoinchbrush.com/images/painting74.png,Stormy Seas,17,4,9,https://www.youtube.com/embed/LE6agCR5iBw,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Midnight Black', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']",14,12,10,painting74.png
213,https://www.twoinchbrush.com/images/painting75.png,Country Time,17,5,13,https://www.youtube.com/embed/e_bt9rQoGN0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#FFFFFF', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",20,13,10,painting75.png
214,https://www.twoinchbrush.com/images/painting76.png,A Mild Winter's Day,17,6,10,https://www.youtube.com/embed/BbYO579MmhA,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#FFFFFF', '#221B15', '#C79B00']",28,14,10,painting76.png
215,https://www.twoinchbrush.com/images/painting77.png,Spectacular Waterfall,17,7,15,https://www.youtube.com/embed/nK-HebXL2uw,"['Alizarin Crimson', 'Black Gesso', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Liquid Clear', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#000000', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#FFFFFF', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",1,15,10,painting77.png
216,https://www.twoinchbrush.com/images/painting78.png,View from the Park,17,8,13,https://www.youtube.com/embed/Q4n90jsOUtY,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Phthalo Green', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#102E3C', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",21,16,10,painting78.png
217,https://www.twoinchbrush.com/images/painting79.png,Lake View,17,9,12,https://www.youtube.com/embed/07acfzBaoa0,"['Alizarin Crimson', 'Bright Red', 'Cadmium Yellow', 'Dark Sienna', 'Indian Yellow', 'Midnight Black', 'Phthalo Blue', 'Prussian Blue', 'Sap Green', 'Titanium White', 'Van Dyke Brown', 'Yellow Ochre']","['#4E1500', '#DB0000', '#FFEC00', '#5F2E1F', '#FFB800', '#000000', '#0C0040', '#021E44', '#0A3410', '#FFFFFF', '#221B15', '#C79B00']",59,17,10,painting79.png
